polarity,tau,depth_m,radius_m,radius_over_R,axis_x_km,axis_y_km,axis_tilt_km,buoyancy_source,curved_tube_mode,F_n_classic,F_z_ordinary,F_z_tilted,F_z_tilt_correction,divF_classic,divF_tilted,divF_jacobian,divF_jacobian_correction,divF_christoffel_qg_approx,divF_curved_total,divF_curved_tube_qg_approx,divF_scale_upper_bound,epsilon_tilt,epsilon_curvature,jacobian_mean,jacobian_min,jacobian_max,metric_valid_fraction,metric_invalid_or_large_curvature,pv_flux_proxy
anticyclonic,0.5,0.5057600140571594,158867.31521960546,1.90625,0.0,0.0,0.0,thermal_wind,scale_audit,-0.3628358963191215,0.8199318056763819,0.597530147727047,0.22240165794933475,-0.16456672741892958,-0.12706684411401442,-0.12706684411401464,-2.220446049250313e-16,-1.6184398123840134e-06,-0.12706846255382703,-0.12706684411401442,-9.910242993590356e-06,1673.5436887849967,0.7086321680031086,1.0,0.29164315920512685,1.7083568407948733,1.0,False,-0.00012600556791280044
anticyclonic,0.5,0.5057600140571594,164076.07965303515,1.96875,0.0,0.0,0.0,thermal_wind,scale_audit,-0.323689295125549,0.8557171977360072,0.6356870039481075,0.22003019378789965,-0.1737924401017201,-0.13571716638492176,-0.13571716638492196,-1.942890293094024e-16,-1.4438252868259523e-06,-0.13571861021020878,-0.13571716638492176,-8.84102042179645e-06,1673.5436887849967,0.731866009576981,1.0,0.26841834475283577,1.7315816552471641,1.0,False,-0.0001344926775145543
anticyclonic,0.5,0.5057600140571594,169284.84408646484,2.03125,0.0,0.0,0.0,thermal_wind,scale_audit,-0.25464007008647016,0.8838063909847912,0.6692766986650568,0.21452969231973446,-0.1806401057321773,-0.1431484372251575,-0.1431484372251576,-1.1102230246251565e-16,-1.1358292590039969e-06,-0.1431495730544166,-0.1431484372251575,-6.9550587360912305e-06,1673.5436887849967,0.7550998511508534,1.0,0.24519353030054492,1.7548064696994552,1.0,False,-0.0001421246821565362
anticyclonic,0.5,0.5057600140571594,174493.60851989454,2.09375,0.0,0.0,0.0,thermal_wind,scale_audit,-0.17602172744784705,0.9035592991579264,0.6986312701754139,0.20492802898251258,-0.1866146656405126,-0.1504537776666934,-0.1504537776666936,-1.942890293094024e-16,-7.851499105690615e-07,-0.15045456281660416,-0.1504537776666934,-4.8077329416862505e-06,1673.5436887849967,0.7783336927247259,1.0,0.22196871584825384,1.7780312841517463,1.0,False,-0.00014943867136445733
anticyclonic,0.5,0.5057600140571594,179702.37295332423,2.15625,0.0,0.0,0.0,thermal_wind,scale_audit,-0.07713167590396112,0.9178010654625179,0.7254051605914896,0.19239590487102845,-0.1916395396823313,-0.15762081734880884,-0.15762081734880903,-1.942890293094024e-16,-3.4404802927513616e-07,-0.15762116139683832,-0.15762081734880884,-2.1067200309167125e-06,1673.5436887849967,0.8015675342985983,1.0,0.19874390139596299,1.8012560986040371,1.0,False,-0.00015658086174880363
anticyclonic,0.5,0.5057600140571594,184911.1373867539,2.21875,0.0,0.0,0.0,thermal_wind,scale_audit,0.02951301016747859,0.9187069170451229,0.7439405934847543,0.1747663235603684,-0.19312502927268285,-0.1624119920554278,-0.16241199205542803,-2.220446049250313e-16,1.316436193962772e-07,-0.16241186041180863,-0.1624119920554278,8.060974815313547e-07,1673.5436887849967,0.8248013758724706,1.0,0.17551908694367213,1.824480913056328,1.0,False,-0.00016069871971397751
anticyclonic,0.5,0.5057600140571594,190119.9018201836,2.28125,0.0,0.0,0.0,thermal_wind,scale_audit,0.15318547121196438,0.9155403099099574,0.7601614131638456,0.15537889674611158,-0.19459671967749673,-0.16737051431367994,-0.16737051431368016,-2.220446049250313e-16,6.832881415630288e-07,-0.1673698310255386,-0.16737051431367994,4.183999593752992e-06,1673.5436887849967,0.848035217446343,1.0,0.15229427249138117,1.847705727508619,1.0,False,-0.00016382095994293792
anticyclonic,0.5,0.5057600140571594,195328.66625361328,2.34375,0.0,0.0,0.0,thermal_wind,scale_audit,0.2838024101180148,0.9009872686526572,0.7714375043534916,0.12954976429916568,-0.19126213654222574,-0.17059010092484353,-0.17059010092484372,-1.942890293094024e-16,1.2659087043073381e-06,-0.17058883501613942,-0.17059010092484353,7.751578261601816e-06,1673.5436887849967,0.8712690590202155,1.0,0.1290694580390902,1.87093054196091,1.0,False,-0.0001668669620596541
anticyclonic,0.5,0.5057600140571594,200537.43068704297,2.40625,0.0,0.0,0.0,thermal_wind,scale_audit,0.4183837167985906,0.8827398737939117,0.781020383528204,0.10171949026570774,-0.1917073250386352,-0.17735672212374143,-0.17735672212374162,-1.942890293094024e-16,1.866212442013975e-06,-0.1773548559112996,-0.17735672212374143,1.1427436866358953e-05,1673.5436887849967,0.8945029005940879,1.0,0.10584464358679935,1.8941553564132008,1.0,False,-0.0001699929380106438
anticyclonic,0.5,0.5057600140571594,205746.19512047266,2.46875,0.0,0.0,0.0,thermal_wind,scale_audit,0.5293690627105272,0.8696704400367108,0.7950162409905973,0.0746541990461135,-0.19076177816584175,-0.18239010540733042,-0.18239010540733064,-2.220446049250313e-16,2.361265727086705e-06,-0.18238774414160355,-0.18239010540733042,1.4458812091007604e-05,1673.5436887849967,0.9177367421679603,1.0,0.08261982913450838,1.9173801708654916,1.0,False,-0.00017498991538207368
