polarity,tau,depth_m,radius_m,radius_over_R,axis_x_km,axis_y_km,axis_tilt_km,buoyancy_source,F_n_classic,F_z_ordinary,F_z_tilted,F_z_tilt_correction,divF_classic,divF_tilted,divF_curved_tube_qg_approx,divF_curvature_sensitivity_upper,curvature_radius_product,pv_flux_proxy
anticyclonic,0.5,1.5558552742004395,138032.25748588672,1.65625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.18288259012796124,0.501154249254223,0.31766397916178907,0.18349027009243388,-0.17835072110851224,-0.11689690846887861,-0.11689690846887861,-6.347390452685252e-06,4.7907492600333335,-0.00011736657165674814
anticyclonic,0.5,1.5558552742004395,143241.0219193164,1.71875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.21725692340656835,0.54707581669333,0.356563240944918,0.19051257574841207,-0.19680903653984974,-0.13071347637278125,-0.13071347637278125,-7.5404363009389765e-06,4.9715322509779885,-0.00013086368904444807
anticyclonic,0.5,1.5558552742004395,148449.7863527461,1.7812500000000002,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.24897608179276928,0.589243402628056,0.393742210376626,0.19550119225143003,-0.21386764510116693,-0.14374211096079015,-0.14374211096079015,-8.641327768885224e-06,5.152315241922643,-0.0001432628084772978
anticyclonic,0.5,1.5558552742004395,153658.55078617577,1.8437499999999998,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.26325278043595995,0.6292386943719624,0.4298819384461244,0.19935675592583801,-0.22964545823158858,-0.15616306316447895,-0.15616306316447895,-9.136835737140962e-06,5.333098232867296,-0.0001554818956482978
anticyclonic,0.5,1.5558552742004395,158867.31521960546,1.90625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.24236952847078025,0.665667575227966,0.46409381164788926,0.20157376358007695,-0.24383878962074823,-0.16818970128532018,-0.16818970128532018,-8.412031073930237e-06,5.51388122381195,-0.00016699105807536257
anticyclonic,0.5,1.5558552742004395,164076.07965303515,1.96875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.2097879107482102,0.6925918957782311,0.4931621205200169,0.19942977525821406,-0.2540405050159222,-0.17795748873237952,-0.17795748873237952,-7.281205831786739e-06,5.694664214756604,-0.00017627827839211194
anticyclonic,0.5,1.5558552742004395,169284.84408646484,2.03125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.14900028660254708,0.7142854300328725,0.5189438681140931,0.19534156191877947,-0.26156173052158044,-0.18636040296944387,-0.18636040296944387,-5.171421708138714e-06,5.875447205701259,-0.00018448163516521595
anticyclonic,0.5,1.5558552742004395,174493.60851989454,2.09375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,-0.09043053400899839,0.7282358494292576,0.5406235766828142,0.18761227274644326,-0.2666062766250001,-0.19376088047628084,-0.19376088047628084,-3.138614275958824e-06,6.056230196645913,-0.00019189546109426905
anticyclonic,0.5,1.5558552742004395,179702.37295332423,2.15625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.004177066072715177,0.7377735973397962,0.5598679973909478,0.1779055999488484,-0.2706353991815625,-0.2010446881656477,-0.2010446881656477,1.4497535982860134e-07,6.237013187590567,-0.00019874889819256544
anticyclonic,0.5,1.5558552742004395,184911.1373867539,2.21875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.11096291006112428,0.7372987512099785,0.5733690983322262,0.16392965287775246,-0.269983921679205,-0.2053371189335733,-0.2053371189335733,3.851240926932099e-06,6.41779617853522,-0.00020226382958014324
anticyclonic,0.5,1.5558552742004395,190119.9018201836,2.28125,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.21877847290097918,0.7328001664904653,0.58437993154748,0.14842023494298506,-0.2684927936142253,-0.2092110426258041,-0.2092110426258041,7.593245421409951e-06,6.5985791694798746,-0.00020477016954646672
anticyclonic,0.5,1.5558552742004395,195328.66625361328,2.34375,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.3345016194859434,0.7215921926215823,0.5922733793590231,0.12931881326255937,-0.26314477416671744,-0.2120109691702398,-0.2120109691702398,1.1609702074140794e-05,6.779362160424529,-0.00020704687344699549
anticyclonic,0.5,1.5558552742004395,200537.43068704297,2.40625,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.4462648787543077,0.7024158934672317,0.5947520479083966,0.10766384555883488,-0.2573774039311147,-0.21502642441698297,-0.21502642441698297,1.5488721090355722e-05,6.960145151369184,-0.0002080437748655157
anticyclonic,0.5,1.5558552742004395,205746.19512047266,2.46875,1.6314471274400382,0.6532731224004288,1.7573802952358257,streamfunction_dz,0.5530120984182418,0.7006261404439048,0.6034647456189277,0.0971613948249771,-0.25746273043516454,-0.2194419796328671,-0.2194419796328671,1.9193646105205217e-05,7.140928142313838,-0.00021158924877419686
anticyclonic,0.5,2.6676816940307617,2604.3822167148437,0.03125,2.72843970752559,1.066006525104202,2.9292922607973177,streamfunction_dz,0.0010900582429893496,-0.007378352169494896,0.0,-0.0073783521694948985,0.012291880184927401,2.3033274324653947e-06,2.3033274324653947e-06,4.176336657510439e-08,0.09978161251279825,-2.451700056407416e-09
anticyclonic,0.5,2.6676816940307617,7813.146650144531,0.09375,2.72843970752559,1.066006525104202,2.9292922607973177,streamfunction_dz,0.004362516083919339,-0.02030896427298291,-0.008893022187775271,-0.011415942085207636,0.02784717285064895,0.009134977080890777,0.009134977080890777,1.671409390959418e-07,0.29934483753839475,8.811776018648967e-06
